Dealer Code,Dealer Name,Country,State,Enquiry Id,Enquiry Date,Companies Name,Products Name,Invoice Date,Customer ID,Calling Date,Ratings
D0001,Anne-Mital,India,Andhra Pradesh,ENQ696215,3/1/2025,Royal Enfield,Classic 350,25-Mar,CUST6401,3/7/2025,8
D0001,Anne-Mital,India,Andhra Pradesh,ENQ163510,4/3/2024,Royal Enfield,Himalayan 450,24-Apr,CUST7947,4/6/2024,5
D0001,Anne-Mital,India,Andhra Pradesh,ENQ585919,5/2/2024,Royal Enfield,Himalayan 450,24-May,CUST6338,5/4/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ744928,6/2/2024,Royal Enfield,Himalayan 450,24-Jun,CUST9439,6/7/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ273016,7/2/2024,Royal Enfield,Himalayan 450,24-Jul,CUST2146,7/8/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ959028,8/1/2024,Royal Enfield,Himalayan 450,24-Aug,CUST4836,8/7/2024,1
D0001,Anne-Mital,India,Andhra Pradesh,ENQ723801,9/3/2024,Royal Enfield,Himalayan 450,24-Sep,CUST4749,9/9/2024,5
D0001,Anne-Mital,India,Andhra Pradesh,ENQ724355,10/3/2024,Royal Enfield,Himalayan 450,24-Oct,CUST2577,10/8/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ562128,11/4/2024,Royal Enfield,Himalayan 450,24-Nov,CUST4736,11/8/2024,1
D0001,Anne-Mital,India,Andhra Pradesh,ENQ226464,12/1/2024,Royal Enfield,Himalayan 450,24-Dec,CUST4785,12/6/2024,7
D0001,Anne-Mital,India,Andhra Pradesh,ENQ862461,1/2/2025,Royal Enfield,Himalayan 450,25-Jan,CUST6209,1/8/2025,7
D0001,Anne-Mital,India,Andhra Pradesh,ENQ227328,2/4/2025,Royal Enfield,Himalayan 450,25-Feb,CUST2060,2/6/2025,5
D0001,Anne-Mital,India,Andhra Pradesh,ENQ366583,3/4/2025,Royal Enfield,Himalayan 450,25-Mar,CUST5997,3/6/2025,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ314997,4/3/2024,Yamaha,R15 V4,24-Apr,CUST8443,4/5/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ609529,5/1/2024,Yamaha,R15 V4,24-May,CUST2061,5/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ808349,6/4/2024,Yamaha,R15 V4,24-Jun,CUST5981,6/6/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ304291,7/1/2024,Yamaha,R15 V4,24-Jul,CUST9005,7/6/2024,8
D0001,Anne-Mital,India,Andhra Pradesh,ENQ563484,8/1/2024,Yamaha,R15 V4,24-Aug,CUST7767,8/3/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ249829,9/1/2024,Yamaha,R15 V4,24-Sep,CUST8055,9/7/2024,7
D0001,Anne-Mital,India,Andhra Pradesh,ENQ675055,10/4/2024,Yamaha,R15 V4,24-Oct,CUST8688,10/9/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ914369,11/4/2024,Yamaha,R15 V4,24-Nov,CUST6046,11/7/2024,7
D0001,Anne-Mital,India,Andhra Pradesh,ENQ393381,12/3/2024,Yamaha,R15 V4,24-Dec,CUST9772,12/9/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ139767,1/1/2025,Yamaha,R15 V4,25-Jan,CUST4854,1/4/2025,1
D0001,Anne-Mital,India,Andhra Pradesh,ENQ650888,2/1/2025,Yamaha,R15 V4,25-Feb,CUST4398,2/3/2025,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ306604,3/2/2025,Yamaha,R15 V4,25-Mar,CUST5420,3/6/2025,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ150980,4/3/2024,Yamaha,MT-15,24-Apr,CUST9892,4/5/2024,7
D0001,Anne-Mital,India,Andhra Pradesh,ENQ173974,5/2/2024,Yamaha,MT-15,24-May,CUST9036,5/4/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ717812,6/2/2024,Yamaha,MT-15,24-Jun,CUST8648,6/5/2024,4
D0001,Anne-Mital,India,Andhra Pradesh,ENQ706066,7/2/2024,Yamaha,MT-15,24-Jul,CUST3261,7/5/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ564333,8/1/2024,Yamaha,MT-15,24-Aug,CUST9130,8/6/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ801973,9/1/2024,Yamaha,MT-15,24-Sep,CUST1929,9/5/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ772296,10/4/2024,Yamaha,MT-15,24-Oct,CUST2354,10/8/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ542978,11/1/2024,Yamaha,MT-15,24-Nov,CUST7590,11/3/2024,8
D0001,Anne-Mital,India,Andhra Pradesh,ENQ267379,12/3/2024,Yamaha,MT-15,24-Dec,CUST3080,12/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ768033,1/3/2025,Yamaha,MT-15,25-Jan,CUST1246,1/7/2025,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ352446,2/4/2025,Yamaha,MT-15,25-Feb,CUST3447,2/10/2025,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ277909,3/1/2025,Yamaha,MT-15,25-Mar,CUST8813,3/6/2025,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ782037,4/1/2024,Honda,Hornet 2.0,24-Apr,CUST9380,4/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ868142,5/4/2024,Honda,Hornet 2.0,24-May,CUST5096,5/9/2024,1
D0001,Anne-Mital,India,Andhra Pradesh,ENQ782390,6/3/2024,Honda,Hornet 2.0,24-Jun,CUST9392,6/9/2024,4
D0001,Anne-Mital,India,Andhra Pradesh,ENQ354206,7/3/2024,Honda,Hornet 2.0,24-Jul,CUST5335,7/7/2024,4
D0001,Anne-Mital,India,Andhra Pradesh,ENQ563833,8/3/2024,Honda,Hornet 2.0,24-Aug,CUST1500,8/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ450645,9/4/2024,Honda,Hornet 2.0,24-Sep,CUST8738,9/6/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ724009,10/1/2024,Honda,Hornet 2.0,24-Oct,CUST9428,10/5/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ175379,11/4/2024,Honda,Hornet 2.0,24-Nov,CUST4926,11/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ391631,12/3/2024,Honda,Hornet 2.0,24-Dec,CUST7820,12/9/2024,8
D0001,Anne-Mital,India,Andhra Pradesh,ENQ778688,1/1/2025,Honda,Hornet 2.0,25-Jan,CUST2729,1/6/2025,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ560821,2/3/2025,Honda,Hornet 2.0,25-Feb,CUST6122,2/5/2025,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ168816,3/4/2025,Honda,Hornet 2.0,25-Mar,CUST2341,3/8/2025,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ608723,4/2/2024,Honda,CB200X,24-Apr,CUST4776,4/8/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ791582,5/1/2024,Honda,CB200X,24-May,CUST1485,5/5/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ680200,6/2/2024,Honda,CB200X,24-Jun,CUST9125,6/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ404048,7/2/2024,Honda,CB200X,24-Jul,CUST9156,7/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ645074,8/4/2024,Honda,CB200X,24-Aug,CUST1259,8/6/2024,9
D0001,Anne-Mital,India,Andhra Pradesh,ENQ281835,9/1/2024,Honda,CB200X,24-Sep,CUST8170,9/5/2024,8
D0001,Anne-Mital,India,Andhra Pradesh,ENQ236236,10/3/2024,Honda,CB200X,24-Oct,CUST3699,10/7/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ456550,11/2/2024,Honda,CB200X,24-Nov,CUST9310,11/8/2024,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ464746,12/2/2024,Honda,CB200X,24-Dec,CUST3609,12/8/2024,2
D0001,Anne-Mital,India,Andhra Pradesh,ENQ912659,1/3/2025,Honda,CB200X,25-Jan,CUST1568,1/6/2025,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ484692,2/4/2025,Honda,CB200X,25-Feb,CUST7121,2/9/2025,10
D0001,Anne-Mital,India,Andhra Pradesh,ENQ606179,3/3/2025,Honda,CB200X,25-Mar,CUST6033,3/8/2025,9
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ272282,4/2/2024,TVS Motor,TVS Apache RTR 160,24-Apr,CUST8468,4/8/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ634500,5/2/2024,TVS Motor,TVS Apache RTR 160,24-May,CUST6581,5/5/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ351726,6/2/2024,TVS Motor,TVS Apache RTR 160,24-Jun,CUST3866,6/8/2024,9
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ930591,7/4/2024,TVS Motor,TVS Apache RTR 160,24-Jul,CUST8192,7/6/2024,8
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ193600,8/3/2024,TVS Motor,TVS Apache RTR 160,24-Aug,CUST4330,8/7/2024,3
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ592121,9/1/2024,TVS Motor,TVS Apache RTR 160,24-Sep,CUST1567,9/4/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ553635,10/3/2024,TVS Motor,TVS Apache RTR 160,24-Oct,CUST6392,10/6/2024,9
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ911862,11/2/2024,TVS Motor,TVS Apache RTR 160,24-Nov,CUST6090,11/4/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ421597,12/2/2024,TVS Motor,TVS Apache RTR 160,24-Dec,CUST5607,12/6/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ191917,1/4/2025,TVS Motor,TVS Apache RTR 160,25-Jan,CUST6882,1/8/2025,8
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ588230,2/4/2025,TVS Motor,TVS Apache RTR 160,25-Feb,CUST4226,2/9/2025,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ754612,3/2/2025,TVS Motor,TVS Apache RTR 160,25-Mar,CUST8648,3/6/2025,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ716044,4/1/2024,TVS Motor,TVS Raider 125,24-Apr,CUST8840,4/6/2024,6
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ199653,5/1/2024,TVS Motor,TVS Raider 125,24-May,CUST4171,5/7/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ607976,6/1/2024,TVS Motor,TVS Raider 125,24-Jun,CUST8211,6/3/2024,9
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ942620,7/4/2024,TVS Motor,TVS Raider 125,24-Jul,CUST2364,7/9/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ131793,8/1/2024,TVS Motor,TVS Raider 125,24-Aug,CUST9029,8/5/2024,8
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ488385,9/1/2024,TVS Motor,TVS Raider 125,24-Sep,CUST5236,9/6/2024,9
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ594420,10/3/2024,TVS Motor,TVS Raider 125,24-Oct,CUST7277,10/5/2024,5
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ365180,11/4/2024,TVS Motor,TVS Raider 125,24-Nov,CUST1868,11/8/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ364456,12/4/2024,TVS Motor,TVS Raider 125,24-Dec,CUST2601,12/6/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ591594,1/3/2025,TVS Motor,TVS Raider 125,25-Jan,CUST3889,1/5/2025,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ515854,2/3/2025,TVS Motor,TVS Raider 125,25-Feb,CUST5957,2/5/2025,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ262638,3/2/2025,TVS Motor,TVS Raider 125,25-Mar,CUST7726,3/8/2025,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ643409,4/2/2024,Bajaj Auto,Pulsar NS200,24-Apr,CUST6077,4/8/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ457340,5/4/2024,Bajaj Auto,Pulsar NS200,24-May,CUST6138,5/9/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ814983,6/2/2024,Bajaj Auto,Pulsar NS200,24-Jun,CUST2551,6/6/2024,4
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ265566,7/1/2024,Bajaj Auto,Pulsar NS200,24-Jul,CUST6670,7/5/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ945221,8/3/2024,Bajaj Auto,Pulsar NS200,24-Aug,CUST7791,8/5/2024,6
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ684391,9/3/2024,Bajaj Auto,Pulsar NS200,24-Sep,CUST6007,9/7/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ785447,10/1/2024,Bajaj Auto,Pulsar NS200,24-Oct,CUST3287,10/6/2024,8
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ643204,11/1/2024,Bajaj Auto,Pulsar NS200,24-Nov,CUST7954,11/4/2024,9
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ674908,12/1/2024,Bajaj Auto,Pulsar NS200,24-Dec,CUST1322,12/5/2024,8
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ964669,1/2/2025,Bajaj Auto,Pulsar NS200,25-Jan,CUST1681,1/7/2025,9
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ821625,2/3/2025,Bajaj Auto,Pulsar NS200,25-Feb,CUST4906,2/5/2025,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ243936,3/3/2025,Bajaj Auto,Pulsar NS200,25-Mar,CUST4874,3/5/2025,2
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ870209,4/2/2024,Bajaj Auto,Dominar 400,24-Apr,CUST2636,4/8/2024,10
D0002,"Sengupta, Rout and Raval",India,Andhra Pradesh,ENQ548268,5/1/2024,Bajaj Auto,Dominar 400,24-May,CUST6045,5/5/2024,10
